,T_ext,T_ext1,T_ext2
4730,16.9,19.73333150722601,18.229506521317987
4731,16.2,19.594091245087732,17.770861319739208
4732,16.1,19.4493039,17.518448009298368
4733,16.2,19.30351450614648,17.403734349389335
4734,15.9,19.15581605384763,17.171004274515607
4735,16.4,19.015087818670352,17.254801508128462
4736,17.2,18.887479108921138,17.557603684873865
4737,19.1,18.788142127917546,18.409753804557464
4738,19.9,18.72680861881682,18.98689584524552
4739,21.9,18.71785222487705,20.042033959033915
4740,21.7,18.755433723728434,20.323956350730246
4741,23.1,18.838172807955672,21.09672491707681
4742,24.4,18.958846656607367,21.94648075554016
4743,25,19.112285862484292,22.548106165131895
4744,25,19.29137695020288,22.844267958263664
4745,25.4,19.486625785004094,23.215905031670413
4746,25,19.68301590434653,23.253006784302745
4747,22.5,19.85871273091228,22.30361352885316
4748,19.5,19.98845554429734,20.829668994185454
4749,18.9,20.055895047166885,20.132187097012807
4750,18.6,20.052503885687347,19.707713541016226
4751,18,19.993379771100734,19.239705178646123
4752,17.5,19.898937539806337,18.813331052357672
4753,17.4,19.785652822723577,18.566870062278443
4754,17,19.660267456445123,18.247067139192012
4755,16.8,19.529545260732238,18.00079203790192
4756,16.8,19.39947068153283,17.860273635035952
4757,16.5,19.272039053188827,17.629303789219502
4758,16.5,19.14807010032068,17.507846542076972
4759,17.4,19.03244454807312,17.79680256711217
4760,18,18.93181138451045,18.087272126094156
4761,19.1,18.857771643642405,18.620712471360818
4762,20,18.81664672622031,19.159275438002073
4763,22,18.817690216802813,20.19084963897413
4764,23.3,18.865073398398184,21.090248629759408
4765,24.5,18.964670741061216,21.954854284368405
4766,25.5,19.11212966,22.74418606099207
4767,26,19.29691041443709,23.31341317523685
4768,26.6,19.50938398539334,23.865770050699066
4769,26.5,19.735363619878093,24.10969796527327
4770,26.6,19.964476926205908,24.34381453855589
4771,24.6,20.176872815544783,23.669099957748013
4772,23.3,20.357394292303823,23.010790493206606
4773,22.2,20.48858801634679,22.372921922791324
4774,21,20.562616243839372,21.661434684679907
4775,20.3,20.583193432193113,21.115375685379696
4776,19.9,20.55926412681329,20.72159004582677
4777,19.5,20.502611268411734,20.36709909
4778,19,20.423624860048292,19.985561965348424
4779,18.5,20.328702748245906,19.598028289750253
4780,18.4,20.22352165391844,19.37488302396428
4781,18,20.111274801967895,19.07102256603775
4782,17.8,19.996429086386364,18.836619552662135
4783,18.5,19.884072555552823,19.00028480150217
4784,20.3,19.78635496305465,19.74776965850247
4785,21.1,19.717557960434533,20.27413688186523
4786,22.7,19.693721261782578,21.127749448581774
4787,24.5,19.72126627934895,22.178393971348886
4788,25.5,19.801216126756405,22.985224355360174
4789,27.1,19.93584895407961,24.009160344321607
4790,27.6,20.11603620704189,24.640788851893554
4791,27.6,20.32843517166097,24.97001072337156
4792,28.7,20.56265472171125,25.66321299139813
4793,27.9,20.79913181571481,25.640245691616613
4794,27.8,21.030934636432804,25.715734131004357
4795,27.2,21.245511921099283,25.56851945484798
4796,26.6,21.433655526554386,25.34094717909398
4797,24.8,21.58473212258129,24.559574028173323
4798,23.7,21.692002825490345,23.88976715733913
4799,22.8,21.749106710030127,23.285703334533466
4800,22.1,21.75795949403279,22.762014431007646
4801,21.5,21.72696002,22.291361997606078
4802,21.2,21.666440403130153,21.95711045082305
4803,21.1,21.58671282671752,21.744477117878557
4804,20.9,21.496593146123146,21.530869091103217
4805,20.4,21.40116298600821,21.20023666
4806,19.8,21.301290421395528,20.797609432365707
4807,20.1,21.19943744180015,20.74731352498514
4808,20.7,21.099384168361567,20.918824505360845
4809,22.2,21.01465589,21.553466481130403
4810,23.9,20.96248882118148,22.432804052154133
4811,25,20.956437984869908,23.176578676187855
4812,27.1,21.007952282600215,24.344711751776014
4813,27.4,21.11067489576036,24.897258142384096
4814,30,21.269172910158815,26.280777577283178
4815,30.7,21.474100059696468,27.093573534210464
4816,30.5,21.714615329942237,27.41309674071179
4817,30.1,21.973642632390977,27.49658988
4818,30.1,22.230473413321533,27.646451584657388
4819,29.5,22.469024304524368,27.531522678714172
4820,27.7,22.675531374739677,26.820599106468574
4821,26.1,22.83827233542682,25.99243616990478
4822,25,22.944635656675267,25.283927281949808
4823,24.6,22.994443699730247,24.86392667136488
4824,24.2,22.997865032936172,24.509328213372157
4825,23.4,22.967352378771558,24.00938046184892
4826,22.6,22.911053627047128,23.469266679392124
4827,22.2,22.83344893266869,23.07499362955008
4828,21.5,22.736503527872497,22.587115354615232
4829,21,22.623369206336022,22.158805423481574
4830,19.7,22.492947898985204,21.40474406058721
4831,19.5,22.349106407272924,21.018011138648546
4832,20.2,22.196467179947646,21.094718967590012
4833,22.2,22.053128590255426,21.865967390890468
4834,24,21.942564515453785,22.792189661391465
4835,26.1,21.890032811712206,23.95592595
4836,28.1,21.908989267894587,25.195191289804768
4837,29,21.998872507584878,26.040254141789994
4838,30,22.151936314060784,26.847995634178268
4839,30,22.347763014857353,27.222796010148354
